school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,average,demographic_use,level_use
2015-2016,24,Culpeper County,White,Grade 5,266,305,87.21,2016,5,Race,8,3,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,80.035,1,81.32,race,white
2015-2016,25,Cumberland County,White,Grade 5,41,57,71.93,2016,5,Race,8,3,2019,cumberland_county,Region 8 – Southside,Cumberland County,63.11,1,65.66,race,white
2015-2016,108,Danville City,White,Grade 5,65,83,78.31,2016,5,Race,8,3,2019,danville_city,Region 6 – Western Virginia,Danville City,62.205,1,55.84,race,white
2015-2016,26,Dickenson County,White,Grade 5,113,146,77.4,2016,5,Race,8,3,2019,dickenson_county,Region 7 – Southwest,Dickenson County,77.4,1,78,race,white
2015-2016,27,Dinwiddie County,White,Grade 5,164,179,91.62,2016,5,Race,8,3,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,88.42500000000001,1,89.47,race,white
2015-2016,28,Essex County,White,Grade 5,32,41,78.05,2016,5,Race,8,3,2019,essex_county,Region 3 – Northern Neck,Essex County,70.845,1,68.18,race,white
2015-2016,29,Fairfax County,White,Grade 5,5008,5385,93,2016,5,Race,8,3,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,82.39500000000001,1,84.44,race,white
2015-2016,109,Falls Church City,White,Grade 5,106,110,96.36,2016,5,Race,8,3,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,96.36,1,93.6,race,white
2015-2016,30,Fauquier County,White,Grade 5,469,544,86.21,2016,5,Race,8,3,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,71.175,1,82.17,race,white
2015-2016,31,Floyd County,White,Grade 5,110,130,84.62,2016,5,Race,8,3,2019,floyd_county,Region 6 – Western Virginia,Floyd County,84.62,1,85.23,race,white
2015-2016,32,Fluvanna County,White,Grade 5,165,206,80.1,2016,5,Race,8,3,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,68.1,1,76.49,race,white
2015-2016,135,Franklin City,White,Grade 5,13,14,92.86,2016,5,Race,8,3,2019,franklin_city,Region 2 – Tidewater,Franklin City,78.25,1,69.01,race,white
2015-2016,33,Franklin County,White,Grade 5,360,418,86.12,2016,5,Race,8,3,2019,franklin_county,Region 6 – Western Virginia,Franklin County,80.24000000000001,1,84.5,race,white
2015-2016,34,Frederick County,White,Grade 5,600,728,82.42,2016,5,Race,8,3,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,73.03,1,78.86,race,white
2015-2016,110,Fredericksburg City,White,Grade 5,72,82,87.8,2016,5,Race,8,3,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,76.045,1,74.68,race,white
2015-2016,111,Galax City,White,Grade 5,51,53,96.23,2016,5,Race,8,3,2019,galax_city,Region 7 – Southwest,Galax City,96.23,1,82.56,race,white
2015-2016,35,Giles County,White,Grade 5,118,154,76.62,2016,5,Race,8,3,2019,giles_county,Region 7 – Southwest,Giles County,76.62,1,76.07,race,white
2015-2016,36,Gloucester County,White,Grade 5,258,296,87.16,2016,5,Race,8,3,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,86.685,1,85.95,race,white
2015-2016,37,Goochland County,White,Grade 5,131,145,90.34,2016,5,Race,8,3,2019,goochland_county,Region 1 – Central Virginia,Goochland County,81.375,1,86.53,race,white
2015-2016,38,Grayson County,White,Grade 5,87,104,83.65,2016,5,Race,8,3,2019,grayson_county,Region 7 – Southwest,Grayson County,83.65,1,81.58,race,white
2015-2016,39,Greene County,White,Grade 5,144,189,76.19,2016,5,Race,8,3,2019,greene_county,Region 5 – Valley,Greene County,69.345,1,73.83,race,white
2015-2016,40,Greensville County,White,Grade 5,37,44,84.09,2016,5,Race,8,3,2019,greensville_county,Region 8 – Southside,Greensville County,68.845,1,61.49,race,white
2015-2016,41,Halifax County,White,Grade 5,160,187,85.56,2016,5,Race,8,3,2019,halifax_county,Region 8 – Southside,Halifax County,74.57,1,75.88,race,white
2015-2016,112,Hampton City,White,Grade 5,310,358,86.59,2016,5,Race,8,3,2019,hampton_city,Region 2 – Tidewater,Hampton City,78.28,1,75.35,race,white
2015-2016,42,Hanover County,White,Grade 5,961,1071,89.73,2016,5,Race,8,3,2019,hanover_county,Region 1 – Central Virginia,Hanover County,83.1,1,87.79,race,white
2015-2016,113,Harrisonburg City,White,Grade 5,114,156,73.08,2016,5,Race,8,3,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,61.54,1,60.91,race,white
2015-2016,43,Henrico County,White,Grade 5,1442,1610,89.57,2016,5,Race,8,3,2019,henrico_county,Region 1 – Central Virginia,Henrico County,78.735,1,81.03,race,white
2015-2016,44,Henry County,White,Grade 5,230,281,81.85,2016,5,Race,8,3,2019,henry_county,Region 6 – Western Virginia,Henry County,73.28,1,75.69,race,white
2015-2016,45,Highland County,White,Grade 5,10,12,83.33,2016,5,Race,8,3,2019,highland_county,Region 5 – Valley,Highland County,83.33,1,84.62,race,white
2015-2016,114,Hopewell City,White,Grade 5,56,78,71.79,2016,5,Race,8,3,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,65.33,1,64.86,race,white
2015-2016,46,Isle of Wight County,White,Grade 5,244,285,85.61,2016,5,Race,8,3,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,79.805,1,82.44,race,white
2015-2016,48,King George County,White,Grade 5,196,229,85.59,2016,5,Race,8,3,2019,king_george_county,Region 3 – Northern Neck,King George County,75.845,1,82.32,race,white
2015-2016,50,King William County,White,Grade 5,108,143,75.52,2016,5,Race,8,3,2019,king_william_county,Region 3 – Northern Neck,King William County,65.88499999999999,1,72.45,race,white
2015-2016,49,King and Queen County,White,Grade 5,24,31,77.42,2016,5,Race,8,3,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,74.42500000000001,1,71.67,race,white
2015-2016,51,Lancaster County,White,Grade 5,24,27,88.89,2016,5,Race,8,3,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,75.445,1,72.15,race,white
2015-2016,52,Lee County,White,Grade 5,169,218,77.52,2016,5,Race,8,3,2019,lee_county,Region 7 – Southwest,Lee County,77.52,1,77.13,race,white
2015-2016,137,Lexington City,White,Grade 5,40,45,88.89,2016,5,Race,8,3,2019,lexington_city,Region 5 – Valley,Lexington City,88.89,1,85.96,race,white
2015-2016,53,Loudoun County,White,Grade 5,2738,2973,92.1,2016,5,Race,8,3,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,84.24,1,88.8,race,white
2015-2016,54,Louisa County,White,Grade 5,238,274,86.86,2016,5,Race,8,3,2019,louisa_county,Region 5 – Valley,Louisa County,69.745,1,79.89,race,white
2015-2016,55,Lunenburg County,White,Grade 5,47,62,75.81,2016,5,Race,8,3,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,65.285,1,67.77,race,white
2015-2016,115,Lynchburg City,White,Grade 5,200,219,91.32,2016,5,Race,8,3,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,74.11,1,72.76,race,white
2015-2016,56,Madison County,White,Grade 5,85,124,68.55,2016,5,Race,8,3,2019,madison_county,Region 4 – Northern Virginia,Madison County,68.55,1,66.9,race,white
2015-2016,143,Manassas City,White,Grade 5,83,88,94.32,2016,5,Race,8,3,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,79.975,1,73.66,race,white
2015-2016,144,Manassas Park City,White,Grade 5,29,39,74.36,2016,5,Race,8,3,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,67.18,1,65.15,race,white
2015-2016,116,Martinsville City,White,Grade 5,31,42,73.81,2016,5,Race,8,3,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,58.245000000000005,1,55.1,race,white
2015-2016,57,Mathews County,White,Grade 5,58,74,78.38,2016,5,Race,8,3,2019,mathews_county,Region 3 – Northern Neck,Mathews County,78.38,1,79.01,race,white
2015-2016,58,Mecklenburg County,White,Grade 5,137,163,84.05,2016,5,Race,8,3,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,71.555,1,73.4,race,white
2015-2016,59,Middlesex County,White,Grade 5,59,69,85.51,2016,5,Race,8,3,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,83.23,1,83.67,race,white
2015-2016,60,Montgomery County,White,Grade 5,500,590,84.75,2016,5,Race,8,3,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,79.875,1,84.13,race,white
2015-2016,62,Nelson County,White,Grade 5,76,102,74.51,2016,5,Race,8,3,2019,nelson_county,Region 5 – Valley,Nelson County,74.51,1,70.15,race,white
2015-2016,63,New Kent County,White,Grade 5,160,180,88.89,2016,5,Race,8,3,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,72.705,1,84.62,race,white
2015-2016,117,Newport News City,White,Grade 5,436,492,88.62,2016,5,Race,8,3,2019,newport_news_city,Region 2 – Tidewater,Newport News City,76.41,1,72.79,race,white
2015-2016,118,Norfolk City,White,Grade 5,432,484,89.26,2016,5,Race,8,3,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,77.83000000000001,1,73.77,race,white
2015-2016,65,Northampton County,White,Grade 5,32,37,86.49,2016,5,Race,8,3,2019,northampton_county,Region 2 – Tidewater,Northampton County,68.245,1,66.67,race,white
2015-2016,66,Northumberland County,White,Grade 5,39,41,95.12,2016,5,Race,8,3,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,87.56,1,86.46,race,white
2015-2016,119,Norton City,White,Grade 5,45,54,83.33,2016,5,Race,8,3,2019,norton_city,Region 7 – Southwest,Norton City,83.33,1,81.97,race,white
2015-2016,67,Nottoway County,White,Grade 5,57,67,85.07,2016,5,Race,8,3,2019,nottoway_county,Region 8 – Southside,Nottoway County,62.684999999999995,1,63.01,race,white
2015-2016,68,Orange County,White,Grade 5,204,249,81.93,2016,5,Race,8,3,2019,orange_county,Region 4 – Northern Virginia,Orange County,75.965,1,81.27,race,white
2015-2016,69,Page County,White,Grade 5,164,232,70.69,2016,5,Race,8,3,2019,page_county,Region 4 – Northern Virginia,Page County,70.69,1,70.08,race,white
2015-2016,70,Patrick County,White,Grade 5,155,176,88.07,2016,5,Race,8,3,2019,patrick_county,Region 6 – Western Virginia,Patrick County,81.535,1,84.23,race,white
2015-2016,71,Pittsylvania County,White,Grade 5,411,470,87.45,2016,5,Race,8,3,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,76.935,1,82.8,race,white
2015-2016,142,Poquoson City,White,Grade 5,129,141,91.49,2016,5,Race,8,3,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,91.49,1,91.67,race,white
2015-2016,121,Portsmouth City,White,Grade 5,172,203,84.73,2016,5,Race,8,3,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,75.635,1,71.02,race,white
2015-2016,72,Powhatan County,White,Grade 5,229,276,82.97,2016,5,Race,8,3,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,57.485,1,79.5,race,white
2015-2016,73,Prince Edward County,White,Grade 5,40,51,78.43,2016,5,Race,8,3,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,63.620000000000005,1,59.86,race,white
2015-2016,74,Prince George County,White,Grade 5,176,212,83.02,2016,5,Race,8,3,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,82.07,1,83.33,race,white
2015-2016,75,Prince William County,White,Grade 5,1864,2066,90.22,2016,5,Race,8,3,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,82.37,1,81.38,race,white
2015-2016,77,Pulaski County,White,Grade 5,228,276,82.61,2016,5,Race,8,3,2019,pulaski_county,Region 7 – Southwest,Pulaski County,78.805,1,82.26,race,white
2015-2016,122,Radford City,White,Grade 5,78,92,84.78,2016,5,Race,8,3,2019,radford_city,Region 7 – Southwest,Radford City,72.945,1,80.8,race,white
2015-2016,78,Rappahannock County,White,Grade 5,37,45,82.22,2016,5,Race,8,3,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,82.22,1,71.7,race,white
2015-2016,123,Richmond City,White,Grade 5,151,158,95.57,2016,5,Race,8,3,2019,richmond_city,Region 1 – Central Virginia,Richmond City,79.49,1,66.69,race,white
2015-2016,79,Richmond County,White,Grade 5,39,50,78,2016,5,Race,8,3,2019,richmond_county,Region 3 – Northern Neck,Richmond County,66.08500000000001,1,73.03,race,white
2015-2016,124,Roanoke City,White,Grade 5,295,353,83.57,2016,5,Race,8,3,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,76.13499999999999,1,75.82,race,white
2015-2016,80,Roanoke County,White,Grade 5,712,820,86.83,2016,5,Race,8,3,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,74.4,1,85.15,race,white
2015-2016,81,Rockbridge County,White,Grade 5,137,169,81.07,2016,5,Race,8,3,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,81.07,1,79.47,race,white
2015-2016,82,Rockingham County,White,Grade 5,582,669,87,2016,5,Race,8,3,2019,rockingham_county,Region 5 – Valley,Rockingham County,76.83500000000001,1,85.18,race,white
2015-2016,83,Russell County,White,Grade 5,227,273,83.15,2016,5,Race,8,3,2019,russell_county,Region 7 – Southwest,Russell County,83.15,1,83.33,race,white
2015-2016,139,Salem City,White,Grade 5,192,214,89.72,2016,5,Race,8,3,2019,salem_city,Region 6 – Western Virginia,Salem City,87.715,1,87.82,race,white
2015-2016,84,Scott County,White,Grade 5,225,256,87.89,2016,5,Race,8,3,2019,scott_county,Region 7 – Southwest,Scott County,87.89,1,87.45,race,white
2015-2016,85,Shenandoah County,White,Grade 5,257,331,77.64,2016,5,Race,8,3,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,67.39,1,74.2,race,white
2015-2016,86,Smyth County,White,Grade 5,267,321,83.18,2016,5,Race,8,3,2019,smyth_county,Region 7 – Southwest,Smyth County,83.18,1,83.04,race,white
2015-2016,87,Southampton County,White,Grade 5,102,109,93.58,2016,5,Race,8,3,2019,southampton_county,Region 2 – Tidewater,Southampton County,85.1,1,86.53,race,white
2015-2016,88,Spotsylvania County,White,Grade 5,905,1058,85.54,2016,5,Race,8,3,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,78.9,1,81.43,race,white
2015-2016,89,Stafford County,White,Grade 5,917,1043,87.92,2016,5,Race,8,3,2019,stafford_county,Region 3 – Northern Neck,Stafford County,80.025,1,82.85,race,white
2015-2016,126,Staunton City,White,Grade 5,115,137,83.94,2016,5,Race,8,3,2019,staunton_city,Region 5 – Valley,Staunton City,73.05,1,78.6,race,white
2015-2016,127,Suffolk City,White,Grade 5,291,338,86.09,2016,5,Race,8,3,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,76.26,1,75.87,race,white
2015-2016,90,Surry County,White,Grade 5,18,22,81.82,2016,5,Race,8,3,2019,surry_county,Region 1 – Central Virginia,Surry County,78.41,1,78.33,race,white
2015-2016,91,Sussex County,White,Grade 5,14,18,77.78,2016,5,Race,8,3,2019,sussex_county,Region 1 – Central Virginia,Sussex County,75.625,1,75,race,white
2015-2016,92,Tazewell County,White,Grade 5,359,433,82.91,2016,5,Race,8,3,2019,tazewell_county,Region 7 – Southwest,Tazewell County,78.955,1,83.33,race,white
2015-2016,128,Virginia Beach City,White,Grade 5,2417,2615,92.43,2016,5,Race,8,3,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,84.43,1,87.57,race,white
2015-2016,93,Warren County,White,Grade 5,272,337,80.71,2016,5,Race,8,3,2019,warren_county,Region 4 – Northern Virginia,Warren County,81.26499999999999,-1,81.59,race,white
2015-2016,94,Washington County,White,Grade 5,418,485,86.19,2016,5,Race,8,3,2019,washington_county,Region 7 – Southwest,Washington County,79.46000000000001,1,86.48,race,white
2015-2016,130,Waynesboro City,White,Grade 5,110,145,75.86,2016,5,Race,8,3,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,71.86,1,71.31,race,white
2015-2016,207,West Point,White,Grade 5,31,31,100,2016,5,Race,8,3,2019,west_point,Region 3 – Northern Neck,West Point,100,1,95.56,race,white
2015-2016,95,Westmoreland County,White,Grade 5,35,43,81.4,2016,5,Race,8,3,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,77.465,1,78.7,race,white
2015-2016,131,Williamsburg-James City County,White,Grade 5,473,512,92.38,2016,5,Race,8,3,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,77.16,1,84.22,race,white
2015-2016,132,Winchester City,White,Grade 5,108,147,73.47,2016,5,Race,8,3,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,65.765,1,66,race,white
2015-2016,96,Wise County,White,Grade 5,334,398,83.92,2016,5,Race,8,3,2019,wise_county,Region 7 – Southwest,Wise County,83.92,1,83.22,race,white
2015-2016,97,Wythe County,White,Grade 5,243,288,84.38,2016,5,Race,8,3,2019,wythe_county,Region 7 – Southwest,Wythe County,74.33500000000001,1,83.33,race,white
2015-2016,98,York County,White,Grade 5,557,605,92.07,2016,5,Race,8,3,2019,york_county,Region 2 – Tidewater,York County,86.66,1,91.22,race,white
2016-2017,1,Accomack County,White,Grade 6,130,156,83.33,2017,6,Race,8,2,2019,accomack_county,Region 2 – Tidewater,Accomack County,67.5,1,70.23,race,white
2016-2017,2,Albemarle County,White,Grade 6,554,647,85.63,2017,6,Race,8,2,2019,albemarle_county,Region 5 – Valley,Albemarle County,65.13499999999999,1,77.6,race,white
2016-2017,101,Alexandria City,White,Grade 6,222,249,89.16,2017,6,Race,8,2,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,75.69,1,66.7,race,white
2016-2017,3,Alleghany County,White,Grade 6,116,147,78.91,2017,6,Race,8,2,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,78.91,1,75,race,white
2016-2017,4,Amelia County,White,Grade 6,67,78,85.9,2017,6,Race,8,2,2019,amelia_county,Region 8 – Southside,Amelia County,69.875,1,78.45,race,white
2016-2017,5,Amherst County,White,Grade 6,184,211,87.2,2017,6,Race,8,2,2019,amherst_county,Region 5 – Valley,Amherst County,82.235,1,84.88,race,white
2016-2017,6,Appomattox County,White,Grade 6,92,103,89.32,2017,6,Race,8,2,2019,appomattox_county,Region 8 – Southside,Appomattox County,81.805,1,84.87,race,white
2016-2017,7,Arlington County,White,Grade 6,957,1001,95.6,2017,6,Race,8,2,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,82.465,1,85.77,race,white
2016-2017,8,Augusta County,White,Grade 6,582,707,82.32,2017,6,Race,8,2,2019,augusta_county,Region 5 – Valley,Augusta County,69.285,1,81.07,race,white
2016-2017,9,Bath County,White,Grade 6,29,32,90.63,2017,6,Race,8,2,2019,bath_county,Region 5 – Valley,Bath County,90.63,1,88.57,race,white
2016-2017,10,Bedford County,White,Grade 6,447,549,81.42,2017,6,Race,8,2,2019,bedford_county,Region 5 – Valley,Bedford County,70.075,1,79.41,race,white
2016-2017,11,Bland County,White,Grade 6,53,66,80.3,2017,6,Race,8,2,2019,bland_county,Region 7 – Southwest,Bland County,80.3,1,80.6,race,white
2016-2017,12,Botetourt County,White,Grade 6,263,311,84.57,2017,6,Race,8,2,2019,botetourt_county,Region 6 – Western Virginia,Botetourt County,84.57,1,82.66,race,white
2016-2017,102,Bristol City,White,Grade 6,88,129,68.22,2017,6,Race,8,2,2019,bristol_city,Region 7 – Southwest,Bristol City,68.22,1,69.23,race,white
2016-2017,13,Brunswick County,White,Grade 6,20,24,83.33,2017,6,Race,8,2,2019,brunswick_county,Region 8 – Southside,Brunswick County,75.38499999999999,1,69.57,race,white
