school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,min_rate,average,filter_out,demographic_use,level_use
2017-2018,108,Danville City,White,Grade 7,48,68,70.59,2018,7,Race,8,1,2019,danville_city,Region 6 – Western Virginia,Danville City,59.92,1,49.25,55.32,0,race,white
2017-2018,26,Dickenson County,White,Grade 7,109,142,76.76,2018,7,Race,8,1,2019,dickenson_county,Region 7 – Southwest,Dickenson County,NA,-1,76.76,77.4,0,race,white
2017-2018,27,Dinwiddie County,White,Grade 7,137,162,84.57,2018,7,Race,8,1,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,78.345,1,72.12,79.47,0,race,white
2017-2018,28,Essex County,White,Grade 7,34,41,82.93,2018,7,Race,8,1,2019,essex_county,Region 3 – Northern Neck,Essex County,75.42500000000001,1,67.92,73.39,0,race,white
2017-2018,29,Fairfax County,White,Grade 7,5069,5385,94.13,2018,7,Race,8,1,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,84.83500000000001,1,75.54,85.19,0,race,white
2017-2018,109,Falls Church City,White,Grade 7,112,120,93.33,2018,7,Race,8,1,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,NA,-1,93.33,91.49,0,race,white
2017-2018,30,Fauquier County,White,Grade 7,491,579,84.8,2018,7,Race,8,1,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,71.645,1,58.49,81.59,0,race,white
2017-2018,31,Floyd County,White,Grade 7,118,136,86.76,2018,7,Race,8,1,2019,floyd_county,Region 6 – Western Virginia,Floyd County,NA,-1,86.76,85.44,0,race,white
2017-2018,32,Fluvanna County,White,Grade 7,173,205,84.39,2018,7,Race,8,1,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,70.765,1,57.14,79.44,0,race,white
2017-2018,33,Franklin County,White,Grade 7,345,400,86.25,2018,7,Race,8,1,2019,franklin_county,Region 6 – Western Virginia,Franklin County,73.125,1,60,83.82,0,race,white
2017-2018,34,Frederick County,White,Grade 7,608,737,82.5,2018,7,Race,8,1,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,72.25,1,62,79.05,0,race,white
2017-2018,110,Fredericksburg City,White,Grade 7,63,80,78.75,2018,7,Race,8,1,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,67.66499999999999,1,56.58,68.51,0,race,white
2017-2018,111,Galax City,White,Grade 7,51,57,89.47,2018,7,Race,8,1,2019,galax_city,Region 7 – Southwest,Galax City,NA,-1,89.47,85.71,0,race,white
2017-2018,35,Giles County,White,Grade 7,128,161,79.5,2018,7,Race,8,1,2019,giles_county,Region 7 – Southwest,Giles County,NA,-1,79.5,79.17,0,race,white
2017-2018,36,Gloucester County,White,Grade 7,242,297,81.48,2018,7,Race,8,1,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,72.885,1,64.29,79.3,0,race,white
2017-2018,37,Goochland County,White,Grade 7,140,150,93.33,2018,7,Race,8,1,2019,goochland_county,Region 1 – Central Virginia,Goochland County,76.66499999999999,1,60,87.13,0,race,white
2017-2018,38,Grayson County,White,Grade 7,84,109,77.06,2018,7,Race,8,1,2019,grayson_county,Region 7 – Southwest,Grayson County,NA,-1,77.06,76.27,0,race,white
2017-2018,39,Greene County,White,Grade 7,129,175,73.71,2018,7,Race,8,1,2019,greene_county,Region 5 – Valley,Greene County,68.675,1,63.64,72.84,0,race,white
2017-2018,40,Greensville County,White,Grade 7,22,27,81.48,2018,7,Race,8,1,2019,greensville_county,Region 8 – Southside,Greensville County,74.375,1,67.27,70.63,0,race,white
2017-2018,41,Halifax County,White,Grade 7,152,185,82.16,2018,7,Race,8,1,2019,halifax_county,Region 8 – Southside,Halifax County,74.72,1,67.28,75.14,0,race,white
2017-2018,112,Hampton City,White,Grade 7,297,336,88.39,2018,7,Race,8,1,2019,hampton_city,Region 2 – Tidewater,Hampton City,81.035,1,73.68,78.45,0,race,white
2017-2018,42,Hanover County,White,Grade 7,986,1111,88.75,2018,7,Race,8,1,2019,hanover_county,Region 1 – Central Virginia,Hanover County,79.49000000000001,1,70.23,86.32,0,race,white
2017-2018,113,Harrisonburg City,White,Grade 7,121,155,78.06,2018,7,Race,8,1,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,68.515,1,58.97,67.94,0,race,white
2017-2018,43,Henrico County,White,Grade 7,1379,1573,87.67,2018,7,Race,8,1,2019,henrico_county,Region 1 – Central Virginia,Henrico County,75.02,1,62.37,76.96,0,race,white
2017-2018,44,Henry County,White,Grade 7,246,295,83.39,2018,7,Race,8,1,2019,henry_county,Region 6 – Western Virginia,Henry County,78.85,1,74.31,79.66,0,race,white
2017-2018,45,Highland County,White,Grade 7,13,14,92.86,2018,7,Race,8,1,2019,highland_county,Region 5 – Valley,Highland County,92.86,1,92.86,93.33,0,race,white
2017-2018,114,Hopewell City,White,Grade 7,50,67,74.63,2018,7,Race,8,1,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,73.39,1,72.15,73.9,0,race,white
2017-2018,46,Isle of Wight County,White,Grade 7,243,273,89.01,2018,7,Race,8,1,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,84.14500000000001,1,79.28,85.88,0,race,white
2017-2018,48,King George County,White,Grade 7,199,224,88.84,2018,7,Race,8,1,2019,king_george_county,Region 3 – Northern Neck,King George County,81.49000000000001,1,74.14,85.59,0,race,white
2017-2018,50,King William County,White,Grade 7,94,142,66.2,2018,7,Race,8,1,2019,king_william_county,Region 3 – Northern Neck,King William County,58.1,1,50,63.54,0,race,white
2017-2018,49,King and Queen County,White,Grade 7,24,26,92.31,2018,7,Race,8,1,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,85.045,1,77.78,84.31,0,race,white
2017-2018,51,Lancaster County,White,Grade 7,27,30,90,2018,7,Race,8,1,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,73.125,1,56.25,70,0,race,white
2017-2018,52,Lee County,White,Grade 7,172,217,79.26,2018,7,Race,8,1,2019,lee_county,Region 7 – Southwest,Lee County,NA,-1,79.26,79.11,0,race,white
2017-2018,137,Lexington City,White,Grade 7,48,53,90.57,2018,7,Race,8,1,2019,lexington_city,Region 5 – Valley,Lexington City,NA,-1,90.57,86.57,0,race,white
2017-2018,53,Loudoun County,White,Grade 7,2819,3055,92.27,2018,7,Race,8,1,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,85.52,1,78.77,88.69,0,race,white
2017-2018,54,Louisa County,White,Grade 7,223,271,82.29,2018,7,Race,8,1,2019,louisa_county,Region 5 – Valley,Louisa County,71.14500000000001,1,60,77.51,0,race,white
2017-2018,55,Lunenburg County,White,Grade 7,54,66,81.82,2018,7,Race,8,1,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,66.44,1,51.06,69.77,0,race,white
2017-2018,115,Lynchburg City,White,Grade 7,192,226,84.96,2018,7,Race,8,1,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,70.315,1,55.67,69.27,0,race,white
2017-2018,56,Madison County,White,Grade 7,91,126,72.22,2018,7,Race,8,1,2019,madison_county,Region 4 – Northern Virginia,Madison County,NA,-1,72.22,70.75,0,race,white
2017-2018,143,Manassas City,White,Grade 7,80,86,93.02,2018,7,Race,8,1,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,81.41499999999999,1,69.81,71.14,0,race,white
2017-2018,144,Manassas Park City,White,Grade 7,29,34,85.29,2018,7,Race,8,1,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,75.98,1,66.67,74.05,0,race,white
2017-2018,116,Martinsville City,White,Grade 7,24,28,85.71,2018,7,Race,8,1,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,71.69999999999999,1,57.69,67.18,0,race,white
2017-2018,57,Mathews County,White,Grade 7,58,76,76.32,2018,7,Race,8,1,2019,mathews_county,Region 3 – Northern Neck,Mathews County,NA,-1,76.32,77.65,0,race,white
2017-2018,58,Mecklenburg County,White,Grade 7,147,165,89.09,2018,7,Race,8,1,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,78.755,1,68.42,80.25,0,race,white
2017-2018,59,Middlesex County,White,Grade 7,62,72,86.11,2018,7,Race,8,1,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,84.72,1,83.33,85.71,0,race,white
2017-2018,60,Montgomery County,White,Grade 7,499,599,83.31,2018,7,Race,8,1,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,80.68,1,78.05,81.71,0,race,white
2017-2018,62,Nelson County,White,Grade 7,69,98,70.41,2018,7,Race,8,1,2019,nelson_county,Region 5 – Valley,Nelson County,60.205,1,50,68.18,0,race,white
2017-2018,63,New Kent County,White,Grade 7,165,190,86.84,2018,7,Race,8,1,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,65.16,1,43.48,81.27,0,race,white
2017-2018,117,Newport News City,White,Grade 7,350,429,81.59,2018,7,Race,8,1,2019,newport_news_city,Region 2 – Tidewater,Newport News City,71.08500000000001,1,60.58,67.72,0,race,white
2017-2018,118,Norfolk City,White,Grade 7,368,419,87.83,2018,7,Race,8,1,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,74.96000000000001,1,62.09,69.77,0,race,white
2017-2018,65,Northampton County,White,Grade 7,29,30,96.67,2018,7,Race,8,1,2019,northampton_county,Region 2 – Tidewater,Northampton County,79.855,1,63.04,74.77,0,race,white
2017-2018,66,Northumberland County,White,Grade 7,41,44,93.18,2018,7,Race,8,1,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,82.95500000000001,1,72.73,81.55,0,race,white
2017-2018,119,Norton City,White,Grade 7,45,53,84.91,2018,7,Race,8,1,2019,norton_city,Region 7 – Southwest,Norton City,NA,-1,84.91,80.65,0,race,white
2017-2018,67,Nottoway County,White,Grade 7,57,68,83.82,2018,7,Race,8,1,2019,nottoway_county,Region 8 – Southside,Nottoway County,75.245,1,66.67,74.15,0,race,white
2017-2018,68,Orange County,White,Grade 7,204,241,84.65,2018,7,Race,8,1,2019,orange_county,Region 4 – Northern Virginia,Orange County,76.94,1,69.23,82.47,0,race,white
2017-2018,69,Page County,White,Grade 7,180,230,78.26,2018,7,Race,8,1,2019,page_county,Region 4 – Northern Virginia,Page County,NA,-1,78.26,77.78,0,race,white
2017-2018,70,Patrick County,White,Grade 7,128,149,85.91,2018,7,Race,8,1,2019,patrick_county,Region 6 – Western Virginia,Patrick County,72.955,1,60,81.46,0,race,white
2017-2018,71,Pittsylvania County,White,Grade 7,401,466,86.05,2018,7,Race,8,1,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,79.67,1,73.29,83.33,0,race,white
2017-2018,142,Poquoson City,White,Grade 7,144,166,86.75,2018,7,Race,8,1,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,NA,-1,86.75,87.36,0,race,white
2017-2018,121,Portsmouth City,White,Grade 7,121,146,82.88,2018,7,Race,8,1,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,74.16999999999999,1,65.46,69.31,0,race,white
2017-2018,72,Powhatan County,White,Grade 7,228,284,80.28,2018,7,Race,8,1,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,59.705,1,39.13,77.64,0,race,white
2017-2018,73,Prince Edward County,White,Grade 7,45,51,88.24,2018,7,Race,8,1,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,77.265,1,66.29,75.17,0,race,white
2017-2018,74,Prince George County,White,Grade 7,177,207,85.51,2018,7,Race,8,1,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,81.685,1,77.86,82.5,0,race,white
2017-2018,75,Prince William County,White,Grade 7,1800,1989,90.5,2018,7,Race,8,1,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,83.56,1,76.62,80.35,0,race,white
2017-2018,77,Pulaski County,White,Grade 7,212,268,79.1,2018,7,Race,8,1,2019,pulaski_county,Region 7 – Southwest,Pulaski County,75.91499999999999,1,72.73,77.89,0,race,white
2017-2018,122,Radford City,White,Grade 7,85,93,91.4,2018,7,Race,8,1,2019,radford_city,Region 7 – Southwest,Radford City,76.65,1,61.9,86.05,0,race,white
2017-2018,78,Rappahannock County,White,Grade 7,40,43,93.02,2018,7,Race,8,1,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,NA,-1,93.02,84.91,0,race,white
2017-2018,123,Richmond City,White,Grade 7,201,223,90.13,2018,7,Race,8,1,2019,richmond_city,Region 1 – Central Virginia,Richmond City,69.975,1,49.82,56.52,0,race,white
2017-2018,79,Richmond County,White,Grade 7,48,52,92.31,2018,7,Race,8,1,2019,richmond_county,Region 3 – Northern Neck,Richmond County,82.695,1,73.08,85.11,0,race,white
2017-2018,124,Roanoke City,White,Grade 7,261,317,82.33,2018,7,Race,8,1,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,74.675,1,67.02,74.05,0,race,white
2017-2018,80,Roanoke County,White,Grade 7,774,883,87.66,2018,7,Race,8,1,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,75.475,1,63.29,85.69,0,race,white
2017-2018,81,Rockbridge County,White,Grade 7,150,181,82.87,2018,7,Race,8,1,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,NA,-1,82.87,80.29,0,race,white
2017-2018,82,Rockingham County,White,Grade 7,540,657,82.19,2018,7,Race,8,1,2019,rockingham_county,Region 5 – Valley,Rockingham County,73.705,1,65.22,81.01,0,race,white
2017-2018,83,Russell County,White,Grade 7,245,282,86.88,2018,7,Race,8,1,2019,russell_county,Region 7 – Southwest,Russell County,NA,-1,86.88,86.99,0,race,white
2017-2018,139,Salem City,White,Grade 7,199,236,84.32,2018,7,Race,8,1,2019,salem_city,Region 6 – Western Virginia,Salem City,78.1,1,71.88,80.26,0,race,white
2017-2018,84,Scott County,White,Grade 7,210,237,88.61,2018,7,Race,8,1,2019,scott_county,Region 7 – Southwest,Scott County,NA,-1,88.61,88.57,0,race,white
2017-2018,85,Shenandoah County,White,Grade 7,255,337,75.67,2018,7,Race,8,1,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,65.61500000000001,1,55.56,73.1,0,race,white
2017-2018,86,Smyth County,White,Grade 7,281,340,82.65,2018,7,Race,8,1,2019,smyth_county,Region 7 – Southwest,Smyth County,NA,-1,82.65,82.82,0,race,white
2017-2018,87,Southampton County,White,Grade 7,100,108,92.59,2018,7,Race,8,1,2019,southampton_county,Region 2 – Tidewater,Southampton County,85.88,1,79.17,87.89,0,race,white
2017-2018,88,Spotsylvania County,White,Grade 7,872,1054,82.73,2018,7,Race,8,1,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,76.35,1,69.97,78.76,0,race,white
2017-2018,89,Stafford County,White,Grade 7,961,1069,89.9,2018,7,Race,8,1,2019,stafford_county,Region 3 – Northern Neck,Stafford County,83.45500000000001,1,77.01,83.96,0,race,white
2017-2018,126,Staunton City,White,Grade 7,103,134,76.87,2018,7,Race,8,1,2019,staunton_city,Region 5 – Valley,Staunton City,66.485,1,56.1,71.56,0,race,white
2017-2018,127,Suffolk City,White,Grade 7,264,296,89.19,2018,7,Race,8,1,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,80.77,1,72.35,79.1,0,race,white
2017-2018,90,Surry County,White,Grade 7,19,24,79.17,2018,7,Race,8,1,2019,surry_county,Region 1 – Central Virginia,Surry County,80.495,-1,79.17,81.03,0,race,white
2017-2018,91,Sussex County,White,Grade 7,16,20,80,2018,7,Race,8,1,2019,sussex_county,Region 1 – Central Virginia,Sussex County,77.5,1,75,77.5,0,race,white
2017-2018,92,Tazewell County,White,Grade 7,343,410,83.66,2018,7,Race,8,1,2019,tazewell_county,Region 7 – Southwest,Tazewell County,78.195,1,72.73,83.33,0,race,white
2017-2018,128,Virginia Beach City,White,Grade 7,2302,2494,92.3,2018,7,Race,8,1,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,84.875,1,77.45,87.58,0,race,white
2017-2018,93,Warren County,White,Grade 7,258,323,79.88,2018,7,Race,8,1,2019,warren_county,Region 4 – Northern Virginia,Warren County,80.565,-1,79.88,80.565,0,race,white
2017-2018,94,Washington County,White,Grade 7,418,499,83.77,2018,7,Race,8,1,2019,washington_county,Region 7 – Southwest,Washington County,NA,-1,83.77,83.52,0,race,white
2017-2018,130,Waynesboro City,White,Grade 7,93,121,76.86,2018,7,Race,8,1,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,64.995,1,53.13,72.6,0,race,white
2017-2018,207,West Point,White,Grade 7,38,40,95,2018,7,Race,8,1,2019,west_point,Region 3 – Northern Neck,West Point,NA,-1,95,94.44,0,race,white
2017-2018,95,Westmoreland County,White,Grade 7,29,37,78.38,2018,7,Race,8,1,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,73.06,1,67.74,73.27,0,race,white
2017-2018,131,Williamsburg-James City County,White,Grade 7,451,511,88.26,2018,7,Race,8,1,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,77.75,1,67.24,81.41,0,race,white
2017-2018,132,Winchester City,White,Grade 7,121,144,84.03,2018,7,Race,8,1,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,70.14,1,56.25,75.08,0,race,white
2017-2018,96,Wise County,White,Grade 7,352,396,88.89,2018,7,Race,8,1,2019,wise_county,Region 7 – Southwest,Wise County,NA,-1,88.89,88.33,0,race,white
2017-2018,97,Wythe County,White,Grade 7,256,286,89.51,2018,7,Race,8,1,2019,wythe_county,Region 7 – Southwest,Wythe County,80.47,1,71.43,88.5,0,race,white
2017-2018,98,York County,White,Grade 7,574,627,91.55,2018,7,Race,8,1,2019,york_county,Region 2 – Tidewater,York County,85.09,1,78.63,89.4,0,race,white
2018-2019,1,Accomack County,White,Grade 8,125,153,81.7,2019,8,Race,8,0,2019,accomack_county,Region 2 – Tidewater,Accomack County,66.055,1,50.41,69.61,0,race,white
2018-2019,2,Albemarle County,White,Grade 8,578,679,85.13,2019,8,Race,8,0,2019,albemarle_county,Region 5 – Valley,Albemarle County,70.295,1,55.46,79.15,0,race,white
2018-2019,101,Alexandria City,White,Grade 8,228,261,87.36,2019,8,Race,8,0,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,75.83500000000001,1,64.31,66.35,0,race,white
2018-2019,3,Alleghany County,White,Grade 8,100,142,70.42,2019,8,Race,8,0,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,NA,-1,70.42,66.46,0,race,white
2018-2019,4,Amelia County,White,Grade 8,76,93,81.72,2019,8,Race,8,0,2019,amelia_county,Region 8 – Southside,Amelia County,65.86,1,50,73.85,0,race,white
2018-2019,5,Amherst County,White,Grade 8,177,214,82.71,2019,8,Race,8,0,2019,amherst_county,Region 5 – Valley,Amherst County,76.58,1,70.45,79.8,0,race,white
2018-2019,6,Appomattox County,White,Grade 8,79,97,81.44,2019,8,Race,8,0,2019,appomattox_county,Region 8 – Southside,Appomattox County,72.66499999999999,1,63.89,77.03,0,race,white
2018-2019,7,Arlington County,White,Grade 8,926,989,93.63,2019,8,Race,8,0,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,79.66999999999999,1,65.71,83.89,0,race,white
2018-2019,8,Augusta County,White,Grade 8,570,713,79.94,2019,8,Race,8,0,2019,augusta_county,Region 5 – Valley,Augusta County,70.525,1,61.11,78.84,0,race,white
2018-2019,9,Bath County,White,Grade 8,29,36,80.56,2019,8,Race,8,0,2019,bath_county,Region 5 – Valley,Bath County,NA,-1,80.56,80,0,race,white
2018-2019,10,Bedford County,White,Grade 8,434,565,76.81,2019,8,Race,8,0,2019,bedford_county,Region 5 – Valley,Bedford County,65.55,1,54.29,74.4,0,race,white
2018-2019,11,Bland County,White,Grade 8,45,60,75,2019,8,Race,8,0,2019,bland_county,Region 7 – Southwest,Bland County,75,1,75,75,0,race,white
2018-2019,12,Botetourt County,White,Grade 8,261,321,81.31,2019,8,Race,8,0,2019,botetourt_county,Region 6 – Western Virginia,Botetourt County,70.655,1,60,79.39,0,race,white
2018-2019,102,Bristol City,White,Grade 8,93,133,69.92,2019,8,Race,8,0,2019,bristol_city,Region 7 – Southwest,Bristol City,59.96,1,50,69.14,0,race,white
2018-2019,13,Brunswick County,White,Grade 8,19,24,79.17,2019,8,Race,8,0,2019,brunswick_county,Region 8 – Southside,Brunswick County,70.695,1,62.22,64.41,0,race,white
2018-2019,14,Buchanan County,White,Grade 8,138,188,73.4,2019,8,Race,8,0,2019,buchanan_county,Region 7 – Southwest,Buchanan County,73.4,1,73.4,73.4,0,race,white
2018-2019,15,Buckingham County,White,Grade 8,58,74,78.38,2019,8,Race,8,0,2019,buckingham_county,Region 8 – Southside,Buckingham County,60.375,1,42.37,62.91,0,race,white
